iter	Logloss
232	0.1221765716
233	0.1220735673
234	0.1219839928
235	0.1217969308
236	0.1217045121
237	0.1216247021
238	0.1215328732
239	0.1214387897
240	0.1213069251
241	0.1211922901
242	0.1211126593
243	0.1209978824
244	0.120914183
245	0.1207812882
246	0.120661547
247	0.1206186373
248	0.1205208586
249	0.1204254165
250	0.1203001138
251	0.1202114949
252	0.1201390828
253	0.1200714485
254	0.1199947439
255	0.1199312154
256	0.119777239
257	0.1197060811
258	0.1196099223
259	0.1195093293
260	0.1194250252
261	0.1193847432
262	0.1192824556
263	0.1191814146
264	0.1190807992
265	0.1190004741
266	0.118851559
267	0.1187459419
268	0.1186521795
269	0.1186113451
270	0.1185305571
271	0.1184528597
272	0.1184223197
273	0.1182918063
274	0.1182118545
275	0.1181358442
276	0.1180652462
277	0.1179147411
278	0.1178468081
279	0.117777718
280	0.1176447859
281	0.1175610865
282	0.1174725945
283	0.1173612218
284	0.1172812699
285	0.1171148491
286	0.1169991465
287	0.116943979
288	0.116853755
289	0.1167222712
290	0.1165838522
291	0.1164836846
292	0.1163809864
293	0.1163047596
294	0.1162626636
295	0.1162001578
296	0.11614558
297	0.1160765273
298	0.1160030029
299	0.1159062544
300	0.1158350965
301	0.1157509865
302	0.1156458024
303	0.1156298792
304	0.1155612296
305	0.1154861898
306	0.1154373677
307	0.1153357668
308	0.1152591145
309	0.1151959742
310	0.115111812
311	0.1150689769
312	0.1150097259
313	0.1149242871
314	0.1148668203
315	0.1148043369
316	0.1147618154
317	0.114666224
318	0.1144739289
319	0.1144199409
320	0.114322207
321	0.114246988
322	0.1141881476
323	0.1140974086
324	0.1140322452
325	0.1139262474
326	0.1138229743
327	0.1136817484
328	0.1136205565
329	0.1135090569
330	0.1134869973
331	0.1133795662
332	0.113278682
333	0.113210107
334	0.1130944866
335	0.1130378708
336	0.1130122653
337	0.1129100523
338	0.1128155882
339	0.1127027448
340	0.1125824587
341	0.1125694021
342	0.1124938099
343	0.1124069453
344	0.1123599222
345	0.1122969387
346	0.1122218391
347	0.1122011383
348	0.1120713639
349	0.1119995714
350	0.111902808
351	0.1118394363
352	0.1117782891
353	0.1117219122
354	0.1116522922
355	0.1115714445
356	0.1114378181
357	0.1113503712
358	0.1113168451
359	0.1112441121
360	0.1111499913
361	0.111062425
362	0.1110274731
363	0.1109422956
364	0.1108676589
365	0.1106979161
366	0.1106126042
367	0.1104977154
368	0.1104215335
369	0.1103357811
370	0.1102264165
371	0.1101794457
372	0.1100593089
373	0.1099844408
374	0.1098924252
375	0.1098302852
376	0.1097655772
377	0.1097206817
378	0.1096178268
379	0.1094715843
380	0.1093466473
381	0.109286941
382	0.109197792
383	0.1090703468
384	0.1090061613
385	0.1089534648
386	0.1088971326
387	0.1087871783
388	0.1087064351
389	0.1086378004
390	0.1085829016
391	0.1085185221
392	0.1084298584
393	0.1083655759
394	0.1082377947
395	0.1081637776
396	0.1081368657
397	0.1081197332
398	0.1080676935
399	0.1080503893
400	0.107984681
401	0.1079300136
402	0.1078640813
403	0.1077978653
404	0.1076947416
405	0.1075036932
406	0.1073654757
407	0.1072321554
408	0.1071241345
409	0.10695796
410	0.1068722152
411	0.1068240425
412	0.1067687182
413	0.1067211651
414	0.1066619664
415	0.1065427254
416	0.1064663344
417	0.1064257239
418	0.1063537896
419	0.1063270643
420	0.1062694632
421	0.1061516629
422	0.1060957937
423	0.1060316754
424	0.1059555009
425	0.1058822901
426	0.105818351
427	0.1056879271
428	0.1055653193
429	0.1055146458
430	0.1054453169
431	0.1053662832
432	0.1052570156
433	0.1052040876
434	0.1051009415
435	0.1050105981
436	0.1049288546
437	0.1048792412
438	0.1047505269
439	0.104692851
440	0.1046567346
441	0.1045832027
442	0.1044712925
443	0.1043184881
444	0.1042534964
445	0.1041626604
446	0.1040326994
447	0.1039962022
448	0.1039269404
449	0.103882784
450	0.1037164901
451	0.1036564627
452	0.1035450228
453	0.1034907362
454	0.1034162786
455	0.1033635597
456	0.1032714769
457	0.1032360995
458	0.1031585887
459	0.1031040184
460	0.1030635125
461	0.1029729227
462	0.1029229659
463	0.1028476424
464	0.102785047
465	0.1027193088
466	0.1026821323
467	0.1026082869
468	0.1025597709
469	0.1024650156
470	0.1023819806
471	0.1022474136
472	0.1021672378
473	0.1021004246
474	0.1019577056
475	0.1019149974
476	0.1018564332
477	0.1017888437
478	0.1016923639
479	0.101566046
480	0.1014654902
481	0.1013809249
482	0.1012994725
483	0.1012152655
484	0.1011411514
485	0.1010559739
486	0.1010115711
487	0.1009234971
488	0.1008691732
489	0.1007966641
490	0.1006613953
491	0.100589894
492	0.1005499778
493	0.1005115994
494	0.1004173518
495	0.1003436184
496	0.1002211748
497	0.1001429996
498	0.1001084135
499	0.1000188913
500	0.09992973492
501	0.09984574439
502	0.09980178206
503	0.09971702262
504	0.09966693886
505	0.09961669086
506	0.09954087468
507	0.09945836972
508	0.09940312007
509	0.09929529328
510	0.0992368784
511	0.09913390397
512	0.09908541775
513	0.09895911469
514	0.09887579603
515	0.09879059614
516	0.09871577283
517	0.09861465723
518	0.09857456185
519	0.0985250529
520	0.09838504381
521	0.09832108231
522	0.09823393402
523	0.09815295195
524	0.09807481411
525	0.09799443672
526	0.09791405933
527	0.09786649879
528	0.09778371016
529	0.09768787242
530	0.09763406354
531	0.09759064617
532	0.09752331041
533	0.09748297615
534	0.09742930911
535	0.09732896988
536	0.09724465088
537	0.09720421957
538	0.09715766683
539	0.09711773568
540	0.09708343327
541	0.09701863567
542	0.09695466671
543	0.09692271582
544	0.09684490644
545	0.09678902971
546	0.09669802194
547	0.09659197186
548	0.09654304519
549	0.09645350059
550	0.09639351802
551	0.09631801538
552	0.09619881169
553	0.09611569459
554	0.09606490163
555	0.09601389965
556	0.09597066144
557	0.09588282636
558	0.09582988343
559	0.09573486686
560	0.09564310511
561	0.09554419172
562	0.09547481052
563	0.09539053631
564	0.09532403666
565	0.09524803386
566	0.09518723758
567	0.09507397616
568	0.09503638161
569	0.09492274693
570	0.09483480733
571	0.09478273037
572	0.09473344538
573	0.09468019639
574	0.09456718131
575	0.09448827456
576	0.09442643317
577	0.09429842059
578	0.09424146887
579	0.09418119516
580	0.09413509033
581	0.09402513597
582	0.09395044704
583	0.09389586925
584	0.09385117533
585	0.09381788817
586	0.09375928666
587	0.093629363
588	0.09356962678
589	0.09352280529
590	0.09346978772
591	0.09341835276
592	0.09337614474
593	0.09333397404
594	0.09325935976
595	0.09315271993
596	0.09302891024
597	0.09297370537
598	0.09290386879
599	0.0928268134
600	0.09277970824
601	0.09274722732
602	0.09270743055
603	0.09263061404
604	0.09255487252
605	0.09243949845
606	0.09239914926
607	0.0923518276
608	0.0922893666
609	0.09218829579
610	0.09215263471
611	0.09207875948
612	0.09202489088
613	0.09196181027
614	0.09192215533
615	0.09185368488
616	0.0917894397
617	0.09173402581
618	0.09168530817
619	0.09156046082
620	0.0915060174
621	0.09147152835
622	0.09137704928
623	0.09131723841
624	0.09124715548
625	0.09116393386
626	0.09112226333
627	0.09106349012
628	0.09099817743
629	0.09094386091
630	0.09087431547
631	0.09083476505
632	0.09078706267
633	0.09068907497
634	0.09062205275
635	0.09057227506
636	0.09050310288
637	0.09043829782
638	0.09038946073
639	0.0903269848
640	0.09026488959
641	0.09022736969
642	0.09016597621
643	0.09007439361
644	0.08999412074
645	0.08993509371
646	0.08986057647
647	0.08980982084
648	0.08974191027
649	0.08970118036
650	0.08962251249
651	0.08957145079
652	0.08948643007
653	0.08943377829
654	0.08936755485
655	0.08931678429
656	0.08927984667
657	0.08921866967
658	0.08917125097
659	0.08910242965
660	0.08905896002
661	0.08899824587
662	0.08894100301
663	0.0889047074
664	0.08884422466
665	0.08878787763
666	0.08872311736
667	0.08866787517
668	0.08859612004
669	0.08853352466
670	0.088512025
671	0.08845646181
672	0.08840316802
673	0.08834355125
674	0.08825847827
675	0.08818652905
676	0.08809764138
677	0.0880291336
678	0.087979229
679	0.08792648763
680	0.0878936036
681	0.08784115338
682	0.08776665107
683	0.08771284966
684	0.08766211642
685	0.08762423073
686	0.08752735534
687	0.08744229729
688	0.08737660387
689	0.08731573295
690	0.08727207669
691	0.08718297253
692	0.08715430631
693	0.0870614845
694	0.08699986706
695	0.08694643144
696	0.08688988284
697	0.08681462656
698	0.08676568496
699	0.08671018895
700	0.08664825798
701	0.08657550998
702	0.08652858398
703	0.08646477925
704	0.08641763676
705	0.08636864291
706	0.08631408005
707	0.08627074479
708	0.08623737552
709	0.08618928495
710	0.08613196744
711	0.08607310465
712	0.08600150629
713	0.08595513271
714	0.08588581123
715	0.08581804249
716	0.08574965415
717	0.08570480347
718	0.08567086684
719	0.08562327644
720	0.08557861985
721	0.08553012616
722	0.08547354771
723	0.08542133637
724	0.08536862487
725	0.08532904459
726	0.08528988235
727	0.08524453897
728	0.08519340261
729	0.08514971649
730	0.08510186481
731	0.08507534856
732	0.0850085279
733	0.08494827659
734	0.08488433002
735	0.08483864323
736	0.08476888877
737	0.08472688977
738	0.08466724314
739	0.08460355785
740	0.08457115905
741	0.08451090773
742	0.08445385897
743	0.0844003487
744	0.08434229214
745	0.08429815065
746	0.08425754017
747	0.08421317472
748	0.08418205246
749	0.08413202095
750	0.08407418089
751	0.08400155234
752	0.08396162119
753	0.08388086308
754	0.08383801305
755	0.08375844937
756	0.08369929543
757	0.08364312756
758	0.08357414947
759	0.08355879364
760	0.08347457169
761	0.0834183217
762	0.08334146787
763	0.08328004453
764	0.08318894717
765	0.08313534731
766	0.0830677876
767	0.08301268725
768	0.08294562771
769	0.08284428068
770	0.08276989035
771	0.0826724924
772	0.08260061036
773	0.08255930563
774	0.0825172917
775	0.08247103756
776	0.08242019982
777	0.08232766168
778	0.08226998585
779	0.08218001573
780	0.08212689364
781	0.08200534589
782	0.08193905526
783	0.08189277873
784	0.08179808316
785	0.08173312133
786	0.08164665984
787	0.08156203477
788	0.0814731471
789	0.08141892763
790	0.08133916985
791	0.08129016107
792	0.08126089018
793	0.08117899736
794	0.08111590182
795	0.08108622034
796	0.08105649407
797	0.08101365898
798	0.08097591512
799	0.08093874608
800	0.0809021668
801	0.08082815719
802	0.08078767362
803	0.08073710462
804	0.0807154034
805	0.08067933921
806	0.08059356451
807	0.08051803201
808	0.08047876526
809	0.08042177622
810	0.0803478562
811	0.08027529483
812	0.08025121969
813	0.08018189074
814	0.08013449443
815	0.08005882756
816	0.08001422322
817	0.07998781148
818	0.07995012735
819	0.07987967116
820	0.07984288285
821	0.07975410715
822	0.07967189333
823	0.0796312306
824	0.07956267056
825	0.0794783889
826	0.07941626383
827	0.07940657405
828	0.07938501466
829	0.07936123066
830	0.07932577861
831	0.07924755865
832	0.07921628709
833	0.07917110047
834	0.07908490773
835	0.07902711991
836	0.07895834339
837	0.07889576294
838	0.07882626229
839	0.07875298427
840	0.07870453538
841	0.0786736744
842	0.07859572319
843	0.07854859563
844	0.07848399213
845	0.07841500657
846	0.07835533754
847	0.07829026373
848	0.07826224698
849	0.07819630722
850	0.07811775879
851	0.07806372596
852	0.07800946917
853	0.07794417141
854	0.07789389355
855	0.07785179004
856	0.07776402961
857	0.07772216498
858	0.07768439127
859	0.07766380235
860	0.07758477616
861	0.07752087438
862	0.07748009967
863	0.07739917733
864	0.07735709621
865	0.07730251842
866	0.07724630576
867	0.07716651812
868	0.07710073512
869	0.07707100885
870	0.07701784197
871	0.07694390702
872	0.07689356944
873	0.07684535196
874	0.07680375609
875	0.07676236923
876	0.07668413435
877	0.07663767865
878	0.07659755341
879	0.07655689814
880	0.07653731703
881	0.07648582235
882	0.07640696038
883	0.07635278571
884	0.07630308267
885	0.07626964621
886	0.07619659961
887	0.07612635991
888	0.07608739924
889	0.07601479308
890	0.07598155072
891	0.0759466063
892	0.07590886245
893	0.07585103731
894	0.07580998639
895	0.07576211231
896	0.07571552971
897	0.07567732301
898	0.07563115846
899	0.07557146703
900	0.07549962232
901	0.07543388411
902	0.0753933035
903	0.07535590304
904	0.07524187271
905	0.07518468211
906	0.07516156997
907	0.07509328614
908	0.07502431552
909	0.07493018731
910	0.07487431804
911	0.0747879536
912	0.07474952295
913	0.07473080032
914	0.07467652114
915	0.07460973034
916	0.07455569004
917	0.07448485313
918	0.0744261471
919	0.07438548437
920	0.07436363384
921	0.07434543378
922	0.0743137591
923	0.07427490294
924	0.07421253899
925	0.07414842818
926	0.07413078054
927	0.07408849041
928	0.074043901
929	0.07401089006
930	0.0739657109
931	0.07392735491
932	0.07387756975
933	0.0738354961
934	0.07379431081
935	0.07373000591
936	0.07369769669
937	0.07362520251
938	0.07359836526
939	0.07356680256
940	0.07350625264
941	0.0734411639
942	0.07333568118
943	0.07326376182
944	0.07324153803
945	0.07316077245
946	0.07312852296
947	0.07305861919
948	0.07300043573
949	0.07295772008
950	0.07292180519
951	0.07288137387
952	0.07282098072
953	0.07276096829
954	0.07271608774
955	0.07268897428
956	0.0726606216
957	0.07262996965
958	0.07260673807
959	0.07256814318
960	0.07250032966
961	0.0724449531
962	0.07241859361
963	0.07237585557
964	0.07235725239
965	0.0723120583
966	0.07227064159
967	0.07221878858
968	0.07220172322
969	0.07216206829
970	0.07209537454
971	0.07205506267
972	0.07200806202
973	0.07195075944
974	0.07190514731
975	0.07185438421
976	0.07175303719
977	0.07169851165
978	0.07168225999
979	0.07166287297
980	0.07162447218
981	0.07156725919
982	0.07153512914
983	0.07147428061
984	0.07138751304
985	0.07134438681
986	0.07124678729
987	0.07122084586
988	0.07120511676
989	0.07114210334
990	0.07108690594
991	0.07105113289
992	0.07101471037
993	0.07094237296
994	0.07086771388
995	0.0708261628
996	0.07073392327
997	0.0706974037
998	0.07067197736
999	0.07063662236
